player,nationality,position,team_player,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season,cost,team_team,comp_team,players_used_team,avg_age_team,possession_team,games_team,games_starts_team,minutes_team,minutes_90s_team,goals_team,assists_team,goals_assists_team,goals_pens_team,pens_made_team,pens_att_team,cards_yellow_team,cards_red_team,xg_team,npxg_team,xg_assist_team,npxg_xg_assist_team,progressive_carries_team,progressive_passes_team,goals_per90_team,assists_per90_team,goals_assists_per90_team,goals_pens_per90_team,goals_assists_pens_per90_team,xg_per90_team,xg_assist_per90_team,xg_xg_assist_per90_team,npxg_per90_team,npxg_xg_assist_per90_team,gk_games_team,gk_games_starts_team,gk_minutes_team,gk_goals_against_team,gk_goals_against_per90_team,gk_shots_on_target_against_team,gk_saves_team,gk_save_pct_team,gk_wins_team,gk_ties_team,gk_losses_team,gk_clean_sheets_team,gk_clean_sheets_pct_team,gk_pens_att_team,gk_pens_allowed_team,gk_pens_saved_team,gk_pens_missed_team,gk_pens_save_pct_team,gk_free_kick_goals_against_team,gk_corner_kick_goals_against_team,gk_own_goals_against_team,gk_psxg_team,gk_psnpxg_per_shot_on_target_against_team,gk_psxg_net_team,gk_psxg_net_per90_team,gk_passes_completed_launched_team,gk_passes_launched_team,gk_passes_pct_launched_team,gk_passes_team,gk_passes_throws_team,gk_pct_passes_launched_team,gk_passes_length_avg_team,gk_goal_kicks_team,gk_pct_goal_kicks_launched_team,gk_goal_kick_length_avg_team,gk_crosses_team,gk_crosses_stopped_team,gk_crosses_stopped_pct_team,gk_def_actions_outside_pen_area_team,gk_def_actions_outside_pen_area_per90_team,gk_avg_distance_def_actions_team,shots_team,shots_on_target_team,shots_on_target_pct_team,shots_per90_team,goals_per_shot_team,goals_per_shot_on_target_team,average_shot_distance_team,shots_free_kicks_team,npxg_per_shot_team,xg_net_team,npxg_net_team,passes_completed_team,passes_team,passes_pct_team,passes_total_distance_team,passes_progressive_distance_team,passes_completed_short_team,passes_short_team,passes_pct_short_team,passes_completed_medium_team,passes_medium_team,passes_pct_medium_team,passes_completed_long_team,passes_long_team,passes_pct_long_team,pass_xa_team,xg_assist_net_team,assisted_shots_team,passes_into_final_third_team,passes_into_penalty_area_team,crosses_into_penalty_area_team,passes_live_team,passes_dead_team,passes_free_kicks_team,through_balls_team,passes_switches_team,crosses_team,throw_ins_team,corner_kicks_team,corner_kicks_in_team,corner_kicks_out_team,corner_kicks_straight_team,passes_offsides_team,passes_blocked_team,sca_team,sca_per90_team,sca_passes_live_team,sca_passes_dead_team,sca_take_ons_team,sca_shots_team,sca_fouled_team,sca_defense_team,gca_team,gca_per90_team,gca_passes_live_team,gca_passes_dead_team,gca_take_ons_team,gca_shots_team,gca_fouled_team,gca_defense_team,tackles_team,tackles_won_team,tackles_def_3rd_team,tackles_mid_3rd_team,tackles_att_3rd_team,challenge_tackles_team,challenges_team,challenge_tackles_pct_team,challenges_lost_team,blocks_team,blocked_shots_team,blocked_passes_team,interceptions_team,tackles_interceptions_team,clearances_team,errors_team,touches_team,touches_def_pen_area_team,touches_def_3rd_team,touches_mid_3rd_team,touches_att_3rd_team,touches_att_pen_area_team,touches_live_ball_team,take_ons_team,take_ons_won_team,take_ons_won_pct_team,take_ons_tackled_team,take_ons_tackled_pct_team,carries_team,carries_distance_team,carries_progressive_distance_team,carries_into_final_third_team,carries_into_penalty_area_team,miscontrols_team,dispossessed_team,passes_received_team,progressive_passes_received_team,cards_yellow_red_team,fouls_team,fouled_team,offsides_team,pens_won_team,pens_conceded_team,own_goals_team,ball_recoveries_team,aerials_won_team,aerials_lost_team,aerials_won_pct_team,predicted_tacklepct,predicted_aerialpct
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,arsenal,eng Premier League,26,24.7,59.3,38,418,3420,38,84,64,148,81,3,4,51,0,71.9,69.1,53.8,122.9,824,2049,2.21,1.68,3.89,2.13,3.82,1.89,1.41,3.31,1.82,3.23,38,38,3420,43,1.13,136,94,70.6,26,6,6,14,36.8,5,3,0,2,0,0,6,1,40,0.28,-2,-0.05,109,429,25.4,924,174,36.6,33.3,185,49.2,42.8,381,22,5.8,43,1.13,16.1,589,194,32.9,15.5,0.14,0.42,16,16,0.12,12.1,11.9,18281,21969,83.2,310206,100635,8542,9478,90.1,7825,8821,88.7,1454,2548,57.1,46.8,10.2,443,1637,459,62,20293,1620,516,86,97,674,615,223,154,8,3,56,379,1045,27.5,776,78,57,73,43,18,150,3.95,121,6,5,13,3,2,568,343,238,212,118,249,509,48.9,260,362,86,276,237,805,599,23,25909,1994,6632,11452,8015,1296,25905,751,351,46.7,290,38.6,15924,84012,44202,583,281,526,378,18101,2024,0,373,435,56,3,5,1,1984,486,559,46.5,56.08172,57.992634
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,aston villa,eng Premier League,26,27,49.3,38,418,3420,38,49,35,84,46,3,4,80,1,50.2,47.2,38.8,86,637,1242,1.29,0.92,2.21,1.21,2.13,1.32,1.02,2.34,1.24,2.26,38,38,3420,46,1.21,151,108,72.8,18,7,13,12,31.6,6,5,1,0,16.7,1,9,4,42.8,0.25,0.8,0.02,214,585,36.6,1247,153,37,37.6,265,46.8,38.3,528,65,12.3,76,2,14.2,427,145,34,11.24,0.11,0.32,18,18,0.11,-1.2,-1.2,13782,17396,79.2,244084,87581,6109,6945,88,5981,6936,86.2,1345,2579,52.2,31.6,-3.8,318,964,268,80,15544,1794,599,54,101,561,684,162,97,19,4,58,325,751,19.76,565,50,48,38,40,10,84,2.21,55,2,6,12,6,3,633,338,305,251,77,313,646,48.5,333,438,118,320,324,957,714,14,21501,2783,7912,9077,4706,746,21496,681,292,42.9,279,41,12294,65583,33156,434,174,565,371,13587,1227,0,417,498,58,4,6,4,1847,442,465,48.7,53.577232,59.827824
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,bournemouth,eng Premier League,31,26.3,40.4,38,418,3420,38,37,24,61,37,0,0,68,0,38.6,38.6,28.5,67.1,504,1006,0.97,0.63,1.61,0.97,1.61,1.02,0.75,1.76,1.02,1.76,38,38,3420,71,1.87,204,136,68.1,11,6,21,8,21.1,7,6,0,1,0,0,16,3,63.6,0.29,-4.4,-0.11,231,591,39.1,847,190,44,31.9,353,61.8,44.1,739,40,5.4,30,0.79,10.5,358,126,35.2,9.42,0.1,0.29,15.5,14,0.11,-1.6,-1.6,11715,15381,76.2,206704,82672,5412,6278,86.2,4751,5644,84.2,1192,2491,47.9,26.3,-4.5,261,850,237,75,13607,1736,424,48,87,509,706,144,88,25,9,38,342,616,16.21,445,45,52,43,24,7,64,1.68,44,5,4,8,2,1,618,371,316,249,53,256,606,42.2,350,499,170,329,353,971,1027,11,19950,2934,8004,7933,4256,699,19950,735,321,43.7,344,46.8,10336,55322,27419,388,144,589,367,11617,986,0,391,365,38,0,7,3,1942,521,539,49.2,51.77975,60.175148
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,brentford,eng Premier League,25,26.2,43.8,38,418,3420,38,56,36,92,49,7,8,57,1,56.8,50.6,38.7,89.2,392,1131,1.47,0.95,2.42,1.29,2.24,1.49,1.02,2.51,1.33,2.35,38,38,3420,46,1.21,197,154,77.7,15,14,9,12,31.6,2,2,0,0,0,0,9,3,48,0.24,5,0.13,347,882,39.3,1361,160,50.9,39.5,275,68.7,51,598,52,8.7,54,1.42,15.7,400,147,36.8,10.53,0.12,0.33,15.7,14,0.13,-0.8,-1.6,11317,15551,72.8,209961,87006,5142,6116,84.1,4475,5602,79.9,1438,2947,48.8,30.5,-2.7,284,922,279,87,13766,1713,453,53,107,661,738,163,83,34,12,72,303,702,18.47,475,99,32,45,44,7,98,2.58,65,8,4,8,11,2,587,337,270,228,89,253,599,42.2,346,456,168,288,341,928,822,14,19750,2632,7290,7802,4835,827,19742,597,264,44.2,248,41.5,10408,49009,23987,299,102,520,335,11203,1121,1,354,399,72,7,2,3,1959,665,618,51.8,49.150753,61.354992
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,brighton,eng Premier League,29,26.3,60.2,38,418,3420,38,68,46,114,62,6,6,58,0,73.3,68.9,52.2,121.2,809,1849,1.79,1.21,3,1.63,2.84,1.93,1.37,3.3,1.81,3.19,38,38,3420,53,1.39,131,82,64.1,18,8,12,12,31.6,8,6,2,0,25,0,6,6,42.7,0.27,-4.3,-0.11,94,279,33.7,1067,151,21.4,28.9,247,20.6,23.2,355,27,7.6,32,0.84,12.3,607,219,36.1,15.97,0.1,0.28,16.8,12,0.12,-5.3,-6.9,19210,22888,83.9,319736,106474,9346,10305,90.7,7892,8919,88.5,1463,2462,59.4,44.7,-6.2,480,1459,391,78,21109,1709,445,81,130,694,693,233,102,88,2,70,383,1075,28.29,819,73,81,63,27,12,115,3.03,83,3,13,9,6,1,616,340,270,242,104,266,561,47.4,295,392,104,288,303,919,432,15,26728,2471,7844,12213,6873,1102,26722,726,345,47.5,279,38.4,16331,83718,43965,547,250,558,324,18991,1828,0,427,407,70,4,8,6,2013,444,387,53.4,53.065254,62.265347
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,crystal palace,eng Premier League,26,26.7,46.3,38,418,3420,38,38,29,67,37,1,3,82,3,39.3,36.8,29,65.8,556,1243,1,0.76,1.76,0.97,1.74,1.03,0.76,1.8,0.97,1.73,38,38,3420,49,1.29,160,114,71.9,11,12,15,9,23.7,4,4,0,0,0,0,8,3,44.7,0.26,-1.3,-0.03,153,446,34.3,930,189,33.7,32.3,273,48.7,37.6,539,29,5.4,40,1.05,13.1,423,133,31.4,11.13,0.09,0.28,17.6,23,0.09,-1.3,0.2,13395,17308,77.4,238779,88389,6005,6901,87,5794,6772,85.6,1309,2751,47.6,23.8,0,316,1013,239,51,15416,1834,525,41,118,591,763,186,84,60,5,58,350,746,19.63,497,67,56,49,59,18,67,1.76,43,6,6,6,4,2,690,421,354,246,90,281,532,52.8,251,463,119,344,359,1049,807,7,21713,2580,7668,9275,4991,766,21710,784,367,46.8,314,40.1,11687,60301,30015,393,206,643,457,13304,1238,2,446,479,58,2,4,3,2093,496,578,46.2,59.577442,58.71754
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,everton,eng Premier League,28,26.6,42.8,38,418,3420,38,32,24,56,29,3,3,81,2,45.2,42.8,32.4,75.1,500,1052,0.84,0.63,1.47,0.76,1.39,1.19,0.85,2.04,1.13,1.98,38,38,3420,57,1.5,185,127,71.9,8,12,18,9,23.7,6,5,1,0,16.7,2,4,0,60.4,0.3,3.4,0.09,274,814,33.7,1012,156,57.7,34.9,325,70.8,52.4,589,23,3.9,52,1.37,5,426,143,33.6,11.21,0.07,0.2,16.8,12,0.1,-13.2,-13.8,11790,15783,74.7,214056,82478,5336,6174,86.4,4771,5750,83,1366,2947,46.4,26.9,-8.4,308,964,224,67,13984,1735,434,39,93,704,707,174,138,28,0,64,311,735,19.34,495,84,37,54,45,20,59,1.55,41,5,5,2,4,2,708,424,362,257,89,309,611,50.6,302,510,180,330,390,1098,874,17,20233,2527,7219,8417,4830,742,20229,669,305,45.6,296,44.2,10479,56737,27858,391,137,605,300,11708,1042,1,396,382,64,3,6,0,2049,582,613,48.7,56.23804,59.10242
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,fulham,eng Premier League,29,28.2,48.8,38,418,3420,38,52,33,85,47,5,9,80,1,46.2,39.1,28.5,67.7,662,1326,1.37,0.87,2.24,1.24,2.11,1.22,0.75,1.97,1.03,1.78,38,38,3420,53,1.39,196,144,76.5,15,7,16,9,23.7,8,7,1,0,12.5,1,8,2,60.1,0.28,9.1,0.24,140,438,32,1176,193,28.4,46,280,37.1,35,490,36,7.3,48,1.26,14,420,137,32.6,11.05,0.11,0.34,17.3,17,0.1,5.8,7.9,13974,18014,77.6,255629,89303,5867,6818,86.1,6222,7333,84.8,1551,2860,54.2,23.7,4.5,306,1044,284,97,16136,1818,471,20,157,769,795,182,70,69,2,60,393,751,19.76,528,78,29,54,47,15,90,2.37,56,9,5,11,7,2,625,350,295,229,101,299,585,51.1,286,455,125,330,340,965,749,15,22162,2563,7462,9521,5416,758,22153,599,272,45.4,239,39.9,12250,68158,35319,472,124,535,379,13847,1316,0,411,405,60,8,8,2,1979,511,550,48.2,56.647934,59.466484
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,leeds united,eng Premier League,29,25.3,47,38,418,3420,38,45,31,76,44,1,3,89,3,47.4,45,31.9,76.9,555,1429,1.18,0.82,2,1.16,1.97,1.25,0.84,2.09,1.18,2.02,38,38,3420,78,2.05,185,108,60.5,7,10,21,5,13.2,6,5,0,1,0,1,7,1,64.1,0.32,-12.9,-0.34,124,520,23.8,883,214,40.8,41.1,275,58.2,44.1,475,36,7.6,69,1.82,11.6,459,141,30.7,12.08,0.1,0.31,16.6,19,0.1,-2.4,-1,12437,16924,73.5,206567,84295,6115,7225,84.6,4782,5973,80.1,1072,2528,42.4,27.3,-0.9,337,1086,270,70,14953,1911,484,41,87,653,837,199,93,68,4,60,414,783,20.61,535,99,32,54,48,15,69,1.82,43,7,4,9,3,3,840,480,376,343,121,412,863,47.7,451,536,131,405,392,1232,734,18,21642,2125,6971,9290,5587,796,21639,688,268,39,328,47.7,11342,55021,27062,379,146,602,421,12329,1418,2,467,405,60,2,6,1,2206,586,607,49.1,53.985813,60.73285
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,leicester city,eng Premier League,28,26.1,47.7,38,418,3420,38,49,36,85,46,3,6,63,2,50.6,45.8,38.5,84.2,580,1304,1.29,0.95,2.24,1.21,2.16,1.33,1.01,2.34,1.2,2.22,38,38,3420,68,1.79,178,113,64,9,7,22,7,18.4,5,4,1,0,20,4,8,5,55.4,0.29,-7.6,-0.2,132,497,26.6,1004,203,34.5,37.2,311,48.6,38.6,558,36,6.5,48,1.26,10.3,412,142,34.5,10.84,0.11,0.32,17.7,14,0.11,-1.6,0.2,14887,18871,78.9,249219,89055,7245,8221,88.1,6087,7165,85,1165,2422,48.1,26.3,-2.5,319,1142,220,52,17049,1739,464,76,93,496,724,135,70,41,6,83,393,744,19.58,540,52,50,50,38,14,87,2.29,59,2,8,8,7,3,700,412,345,292,63,308,669,46,361,517,170,347,367,1067,777,12,23125,2681,8408,10293,4641,688,23119,620,291,46.9,245,39.5,12503,63356,31619,363,175,548,313,14797,1294,2,410,397,83,5,5,5,2013,512,558,47.9,50.670605,58.561024
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,liverpool,eng Premier League,28,27.4,60.8,38,418,3420,38,71,58,129,69,2,4,57,1,72.6,69.5,56.7,126.1,719,1992,1.87,1.53,3.39,1.82,3.34,1.91,1.49,3.4,1.83,3.32,38,38,3420,47,1.24,157,111,71.3,19,10,9,14,36.8,4,2,1,1,33.3,0,0,2,54.1,0.33,9.1,0.24,118,285,41.4,1258,217,18.4,24.3,215,24.7,29.9,400,23,5.8,89,2.34,9,601,203,33.8,15.82,0.11,0.34,16.2,7,0.12,-1.6,-0.5,20043,24361,82.3,352929,120466,9023,10114,89.2,8561,9758,87.7,1962,3283,59.8,52.3,1.3,458,1615,452,85,22466,1811,416,103,198,799,860,235,56,155,1,84,383,1046,27.53,778,85,55,75,33,20,129,3.39,97,9,7,8,7,1,590,370,228,250,112,281,648,43.4,367,350,74,276,333,923,568,20,28399,2310,8119,13329,7149,1252,28395,691,320,46.3,282,40.8,17146,82458,41527,569,234,584,413,19921,1974,0,405,321,84,3,4,2,2211,482,455,51.4,49.72493,62.000908
benoît badiashile,fr FRA,DF,chelsea,eng Premier League,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0.2,-0.2,-0.2,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,47,5,0,840,19,17,1,6,2,2,0,0,0,0,1,4,12,1.19,11,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,10,4,0,9,14,64.3,5,5,2,3,16,30,34,1,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774,2,0,2,3,689,0,9,6,0,0,0,0,76,35,14,71.4,6,7,manchester city,eng Premier League,24,27.2,64.7,38,418,3420,38,92,69,161,83,9,10,44,1,78.6,71.1,57.5,128.6,988,2073,2.42,1.82,4.24,2.18,4,2.07,1.51,3.58,1.87,3.38,38,38,3420,33,0.87,92,60,67.4,28,5,5,13,34.2,3,3,0,0,0,1,4,1,30.3,0.3,-1.7,-0.05,128,287,44.6,1242,163,18.9,23.9,181,28.7,30.4,312,20,6.4,40,1.05,21.1,590,205,34.7,15.53,0.14,0.4,16.6,20,0.12,13.4,11.9,23263,26642,87.3,396454,114920,11020,11888,92.7,9848,10836,90.9,1932,2849,67.8,57.6,11.5,464,1770,445,75,25047,1544,440,94,177,742,614,238,72,87,11,51,350,1099,28.92,826,81,53,76,49,14,168,4.42,130,7,8,9,12,2,471,272,185,198,88,212,462,45.9,250,339,95,244,223,694,402,9,29895,2170,7410,14372,8301,1277,29885,704,336,47.7,239,33.9,19122,104099,56216,754,279,406,298,22992,2054,0,347,384,51,9,3,1,1866,438,364,54.6,53.467457,62.79983
